parameter,mean,median,sd,lower5,lower15,upper85,upper95
pt_residuals[98],-0.057476286102581334,-0.05377146345543904,0.09846208767703825,-0.2100737882145221,-0.15460295264301754,0.048383235426430374,0.10028316062086476
pt_residuals[99],0.046228932227416974,0.044651611154192694,0.08413764103667713,-0.07726236016088275,-0.04341424343928625,0.13860107791841733,0.17976413165729918
pt_residuals[9],-0.018545223726866567,-0.017734392871584903,0.07148339122659722,-0.13895405485705556,-0.08722035600609977,0.06286162360444822,0.09625404350879772
pthat_init[1],0.7082674262760665,0.7180787818466652,0.1454394693351072,0.4695513661007781,0.5597437294680702,0.85236368824079,0.9384678319000987
pthat_init[2],0.5139856112234867,0.5154368850869753,0.12733330108563848,0.2993370741062516,0.3864077548614252,0.6403766811848259,0.7062694405699835
pthat_init[3],0.5016852143055484,0.500506037359683,0.1487390674923067,0.27644578938863384,0.3448640471314354,0.6557790630649325,0.7661781060084292
pthat_init[4],0.30800666621350126,0.3135263024791365,0.11564907140148585,0.10182037232382772,0.18632422791196088,0.4327839834848144,0.48838803291266775
pthat_init[5],0.41167794919848744,0.41283550279583836,0.11962551086914736,0.2114402680870261,0.29888226427051734,0.536335330624489,0.6167596103044524
pthat_init[6],0.5122948812307779,0.5097416224577809,0.12194783550319889,0.3313054009480449,0.38731489161404087,0.635307705958527,0.7114256536249303
pthat_init[7],0.5000731477689211,0.5004413780269683,0.1309564580453471,0.29449804031148635,0.3696407827005187,0.6287706572314417,0.7186172905012226
puhat_init[1],-0.15584575705614095,-0.13966085947291096,0.6070995450223632,-1.1165568546171956,-0.7856287122319029,0.46159731151533545,0.819972608168601
puhat_init[2],0.46500691353894613,0.4523240102019094,0.6445280549758098,-0.46578062391248853,-0.19533394393266715,1.096120866218604,1.5328515406030379
puhat_init[3],0.5280570609626606,0.48992678902040654,0.6310343132224677,-0.5200996145441471,-0.1654696511492544,1.172726540070383,1.610665961151293
puhat_init[4],1.0912611204392089,1.088417363084517,0.6944178388046813,0.011992130401716108,0.40705106119381085,1.8233375498896764,2.224713515113797
puhat_init[5],-0.6258531513869996,-0.7181775985450233,0.700679744137736,-1.6465830397100807,-1.3908243355746996,0.21091629832710926,0.5749429941606622
tau,0.2259786810603289,0.21020153171122546,0.06206812478199207,0.15053756071194577,0.16593035428258818,0.3045161587084468,0.3391901278261582
ulc_missing,0.8475240166405844,0.8601939664067981,0.7093214075627674,-0.4784886354661986,0.08295341535775994,1.5786442524424333,1.8739749008054565
xi_pt[1],0.4323873961281942,0.43938452988952725,0.11873843002689437,0.21779438087743805,0.3083340710960933,0.5498065889837859,0.6121657425079102
xi_pt[2],0.5324608037446753,0.529998068114931,0.12465505746202768,0.33725703049098293,0.3981160621650344,0.6655602431837652,0.7412241859640851
xi_pu[1],4.762271546236563,4.812110014954852,0.6818672307374274,3.6271769568794863,4.090082360889467,5.500117824519835,5.749134509628958
xi_pu[2],-0.2611510778926256,-0.254430584373799,0.7707821286914139,-1.5958846728798886,-1.0646537643931175,0.5755002682042913,0.9839406399122298
